Check ID,Status,Severity,Weight,Details,Remediation,Timestamp
1.2.2,FAIL,CRITICAL,3,kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxbackup'. Remediation: Add '--audit-log-maxbackup=10' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--service-account-lookup'. Remediation: Add '--service-account-lookup=true' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Flag '--enable-bootstrap-token-auth' has invalid value 'true'. Expected 'false'. Remediation: Set '--enable-bootstrap-token-auth=false' in API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--tls-min-version'. Remediation: Add '--tls-min-version=VersionTLS12' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxage'. Remediation: Add '--audit-log-maxage=30' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxsize'. Remediation: Add '--audit-log-maxsize=100' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--request-timeout'. Remediation: Add '--request-timeout=300s' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--anonymous-auth'. Remediation: Add '--anonymous-auth=false' to API server configuration,"Edit the API server pod specification file and set --authorization-mode to Node,RBAC",2026-01-19T15:54:02+05:00
1.2.5,FAIL,HIGH,2,kube-system/kube-apiserver-kind-control-plane: Flag '--enable-bootstrap-token-auth' has invalid value 'true'. Expected 'false'. Remediation: Set '--enable-bootstrap-token-auth=false' in API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--tls-min-version'. Remediation: Add '--tls-min-version=VersionTLS12' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--anonymous-auth'. Remediation: Add '--anonymous-auth=false' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxage'. Remediation: Add '--audit-log-maxage=30' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--request-timeout'. Remediation: Add '--request-timeout=300s' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxbackup'. Remediation: Add '--audit-log-maxbackup=10' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxsize'. Remediation: Add '--audit-log-maxsize=100' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--service-account-lookup'. Remediation: Add '--service-account-lookup=true' to API server configuration,Edit the API server pod specification file and set --audit-log-maxage=30,2026-01-19T15:54:02+05:00
1.2.4,FAIL,CRITICAL,3,kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxage'. Remediation: Add '--audit-log-maxage=30' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxbackup'. Remediation: Add '--audit-log-maxbackup=10' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxsize'. Remediation: Add '--audit-log-maxsize=100' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--request-timeout'. Remediation: Add '--request-timeout=300s' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--service-account-lookup'. Remediation: Add '--service-account-lookup=true' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Flag '--enable-bootstrap-token-auth' has invalid value 'true'. Expected 'false'. Remediation: Set '--enable-bootstrap-token-auth=false' in API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--tls-min-version'. Remediation: Add '--tls-min-version=VersionTLS12' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--anonymous-auth'. Remediation: Add '--anonymous-auth=false' to API server configuration,Edit the API server pod specification file and ensure --authorization-mode includes RBAC,2026-01-19T15:54:02+05:00
1.2.6,FAIL,HIGH,2,kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxage'. Remediation: Add '--audit-log-maxage=30' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxbackup'. Remediation: Add '--audit-log-maxbackup=10' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--audit-log-maxsize'. Remediation: Add '--audit-log-maxsize=100' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--request-timeout'. Remediation: Add '--request-timeout=300s' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--service-account-lookup'. Remediation: Add '--service-account-lookup=true' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Flag '--enable-bootstrap-token-auth' has invalid value 'true'. Expected 'false'. Remediation: Set '--enable-bootstrap-token-auth=false' in API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--tls-min-version'. Remediation: Add '--tls-min-version=VersionTLS12' to API server configuration; kube-system/kube-apiserver-kind-control-plane: Missing required flag '--anonymous-auth'. Remediation: Add '--anonymous-auth=false' to API server configuration,Edit the API server pod specification file and set --audit-log-maxbackup=10,2026-01-19T15:54:03+05:00
1.1.20,FAIL,CRITICAL,3,kube-system/kube-apiserver-kind-control-plane: API server does not have --encryption-provider-config flag set. etcd data is stored in plaintext. Remediation: Configure encryption provider using --encryption-provider-config flag pointing to encryption configuration file. See: https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/,Configure etcd encryption at rest using --encryption-provider-config flag. See: https://kubernetes.io/docs/tasks/administer-cluster/encrypt-data/,2026-01-19T15:54:04+05:00
1.1.1,FAIL,CRITICAL,2,"ClusterRole 'cluster-admin' contains wildcard privileges: verbs=*, resources=*, apiGroups=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'cluster-admin' contains wildcard privileges: verbs=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'gatekeeper-manager-role' contains wildcard privileges: resources=*, apiGroups=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'gatekeeper-manager-role' contains wildcard privileges: resources=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'gatekeeper-manager-role' contains wildcard privileges: resources=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'gatekeeper-manager-role' contains wildcard privileges: resources=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'gatekeeper-manager-role' contains wildcard privileges: resources=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'kube-prometheus-stack-operator' contains wildcard privileges: verbs=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'kube-prometheus-stack-operator' contains wildcard privileges: verbs=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'kube-prometheus-stack-operator' contains wildcard privileges: verbs=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'local-path-provisioner-role' contains wildcard privileges: verbs=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'minio-operator-role' contains wildcard privileges: verbs=*, resources=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRole 'minio-operator-role' contains wildcard privileges: verbs=*, resources=*. This violates the principle of least privilege. Remediation: Replace wildcard privileges with specific verbs, resources, and API groups. Example: Use ['get', 'list'] instead of ['*'], use ['pods', 'services'] instead of ['*']; ClusterRoleBinding 'cluster-admin' grants cluster-admin privileges to non-system accounts. This is a critical security risk. Remediation: Review and restrict ClusterRoleBinding 'cluster-admin'. Use least privilege roles instead of cluster-admin. Consider creating custom ClusterRoles with only required permissions.; ClusterRoleBinding 'kubeadm:cluster-admins' grants cluster-admin privileges to non-system accounts. This is a critical security risk. Remediation: Review and restrict ClusterRoleBinding 'kubeadm:cluster-admins'. Use least privilege roles instead of cluster-admin. Consider creating custom ClusterRoles with only required permissions.",Avoid giving '*' verbs/resources to cluster-admin or any other roles. Review all ClusterRoles and Roles for wildcard privileges.,2026-01-19T15:54:06+05:00
4.1.2,PASS,HIGH,2,,Create NetworkPolicies to cover all pods in the cluster. Ensure podSelector matches pod labels.,2026-01-19T15:54:38+05:00
2.1.8,PASS,CRITICAL,2,,Set securityContext.allowPrivilegeEscalation=false for all containers.,2026-01-19T15:54:44+05:00
2.2.4,WARN,MEDIUM,1,default/nginx-bf5d5cf98-p5lww:nginx; default/test-pod:test-pod; kube-system/etcd-kind-control-plane:etcd; kube-system/kindnet-6zcqv:kindnet-cni; kube-system/kindnet-jgg68:kindnet-cni; kube-system/kindnet-t62ln:kindnet-cni; kube-system/kube-controller-manager-kind-control-plane:kube-controller-manager; kube-system/kube-proxy-455st:kube-proxy; kube-system/kube-proxy-7tg46:kube-proxy; kube-system/kube-proxy-rwzvg:kube-proxy; kube-system/kube-scheduler-kind-control-plane:kube-scheduler; local-path-storage/local-path-provisioner-988d74bc-4kg4t:local-path-provisioner; minio/minio-operator-5d8f5d6646-9pxfr:operator; minio/minio-operator-5d8f5d6646-9vcdc:operator; monitoring/alertmanager-kube-prometheus-stack-alertmanager-0:config-reloader; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr:grafana-sc-dashboard; monitoring/kube-prometheus-stack-grafana-649b77f6f9-57smr:grafana-sc-datasources; monitoring/kube-prometheus-stack-operator-6f6c8f9cb4-v9q8p:kube-prometheus-stack; monitoring/prometheus-kube-prometheus-stack-prometheus-0:config-reloader; project-c13/pod-no-priority:pod-no-priority; project-h800/03db-5db5bdd885-c4q4z:nginx,Configure readinessProbe for all containers to ensure traffic is only sent to ready pods.,2026-01-19T15:54:44+05:00
2.1.2,FAIL,CRITICAL,2,kube-system/kube-proxy-455st; kube-system/kube-proxy-7tg46; kube-system/kube-proxy-rwzvg,Set securityContext.privileged=false in all pod/container specs.,2026-01-19T15:54:45+05:00
